language	iso_code	gloss	ipa	asjp	sca	dolgo
mala1464	mal	Kind::N	k u ɲ ɲ ɨ	ku53	KYNI	KVNV
mala1464	mal	Junge::N	a a ɳ ɡ u ʈ ʈ i	anguti	ANKYTI	VNKVTV
mala1464	mal	Mädchen::N	p e ɳ ɡ u ʈ ʈ i	penguti	PENKYTI	PVNKVTV
mala1464	mal	Familie::N	k u ɖ u m b a m	kudumbam	KYTYMPAM	KVTVMPVM
mala1464	mal	Großvater::N	a p p u u p p a n	apupan	APYPAN	VPVPVN
mala1464	mal	Großmutter::N	a m m u m m a	amuma	AMYMA	VMVMV
mala1464	mal	Eltern::N	m a a dʰ a a b i dʰ a a k k a ɭ ɨ	madabidakaL3	MATAPITAKALI	MVTVPVTVKVRV
mala1464	mal	Vater::N	a t t͡ʃ ɦ a n	aChan	ACHAN	VKHVN
mala1464	mal	Mutter::N	a m m a	ama	AMA	VMV
mala1464	mal	Sohn::N	m a ɡ a n	magan	MAKAN	MVKVN
mala1464	mal	Tochter::N	m a ɡ a ɭ	magaL	MAKAL	MVKVR
mala1464	mal	Bruder::N	t͡ʃ e e ʈ ʈ a n	Cetan	CETAN	KVTVN
mala1464	mal	Bruder::N	a n i j a n	aniyan	ANIJAN	VNVJVN
mala1464	mal	Schwester::N	t͡ʃ e e t t͡ʃ i	CeCi	CECI	KVKV
mala1464	mal	Schwester::N	a n i j a t t i	aniyati	ANIJATI	VNVJVTV
mala1464	mal	Onkel::N	a m m a a ʋ a n	amawan	AMAWAN	VMVWVN
mala1464	mal	Tante::N	m a a m i	mami	MAMI	MVMV
mala1464	mal	Ehemann::N	bʰ a ɾʲ t t a a ʋ ɨ	bartaw3	PARTAWI	PVRTVWV
mala1464	mal	Ehefrau::N	bʰ a a ɾʲ ɾʲ a	bara	PARA	PVRV
mala1464	mal	Freude::N	a a ɦ l a a d a m	ahladam	AHLATAM	VHRVTVM
mala1464	mal	Gelächter::N	t͡ʃ i ɾʲ i j u ɖ e _ ɕ a b d a m	CiriyudeSabdam	CIRIJYTE_SAPTAM	KVRVJVTV_SVPTVM
mala1464	mal	Glück::N	s a n dʰ o o ʂ a m	sandoSam	SANTUSAM	SVNTVSVM
mala1464	mal	Glück::N	s a n dʰ u ʂ ʈ i	sanduSti	SANTYSTI	SVNTVSTV
mala1464	mal	Kummer::N	ɕ o o ɡ a m	Sogam	SUKAM	SVKVM
mala1464	mal	Wunsch::N	a a ɡ ɾʲ a ɦ a m	agraham	AKRAHAM	VKRVHVM
mala1464	mal	Lust::N	a a ɡ ɾʲ a ɦ a m	agraham	AKRAHAM	VKRVHVM
mala1464	mal	Geist::N	t͡ʃ u r u t͡ʃ u r u k k ɨ	CuruCuruk3	CYRYCYRYKI	KVRVKVRVKV
mala1464	mal	Gedanke::N	t͡ʃ i n dʰ a	Cinda	CINTA	KVNTV
mala1464	mal	Gedächtnis::N	o o ɾʲ m m a ɕ a k t i	ormaSakti	URMASAKTI	VRMVSVKTV
mala1464	mal	Verstand::N	m a n a s s ɨ	manas3	MANASI	MVNVSV
mala1464	mal	Sinn::N	a ɾʲ t t ɦ a m	artham	ARTHAM	VRTHVM
mala1464	mal	Grund::N	k a a ɾʲ a ɳ a m	karanam	KARANAM	KVRVNVM
mala1464	mal	Wahrheit::N	s a dʰ j a m	sadyam	SATJAM	SVTJVM
mala1464	mal	Gespräch::N	s a l l a a b a m	salabam	SALAPAM	SVRVPVM
mala1464	mal	Märchen::N	j a k ʂ i k k ʲ a t ɦ a	yakSikatha	JAKSIKATHA	JVKSVKVTHV
mala1464	mal	Erzählung::N	k a t ɦ a	katha	KATHA	KVTHV
mala1464	mal	Nachricht::N	s a n d e e ɕ a m	sandeSam	SANTESAM	SVNTVSVM
mala1464	mal	Neuigkeit::N	ʋ a a ɾʲ t t a	warta	WARTA	WVRTV
mala1464	mal	Name::N	p e e ɾʲ ɨ	per3	PERI	PVRV
mala1464	mal	Rätsel::N	p ɾʲ a ɦ e e ɭ i ɡ a	praheLiga	PRAHELIKA	PRVHVRVKV
mala1464	mal	Rede::N	s a m s a a ɾʲ a m	samsaram	SAMSARAM	SVMSVRVM
mala1464	mal	Sprache::N	bʰ a a ʂ a	baSa	PASA	PVSV
mala1464	mal	Stimme::N	s ʋ a ɾʲ a m	swaram	SWARAM	SWVRVM
mala1464	mal	Wort::N	ʋ a a k k ɨ	wak3	WAKI	WVKV
mala1464	mal	Zeichen::N	s a m d͡ʒ ɲ a	samj5a	SAMCNA	SVMKNV
mala1464	mal	Ruf::N	ʋ i ɭ i	wiLi	WILI	WVRV
mala1464	mal	Lärm::N	a a ɾʲ a ʋ a m	arawam	ARAWAM	VRVWVM
mala1464	mal	Laut::N	ɕ a b d a m	Sabdam	SAPTAM	SVPTVM
mala1464	mal	Ton::N	s ʋ a ɾʲ a bʰ e e d a m	swarabedam	SWARAPETAM	SWVRVPVTVM
mala1464	mal	Lied::N	p a a ʈ ʈ ɨ	pat3	PATI	PVTV
mala1464	mal	Ruhe::N	n i ɕ t͡ʃ a l a dʰ a	niSCalada	NISCALATA	NVSKVRVTV
mala1464	mal	Leute::N	d͡ʒ a n a ŋ ŋ a ɭ	janaNaL	CANANAL	KVNVNVR
mala1464	mal	Volk::N	ɾʲ a a ʂ ʈ a m	raStam	RASTAM	RVSTVM
mala1464	mal	Arbeit::N	d͡ʒ o o l i	joli	CULI	KVRV
mala1464	mal	Gast::N	a dʰ i l i	adili	ATILI	VTVRV
mala1464	mal	Geschenk::N	s a m m a a n a m	samanam	SAMANAM	SVMVNVM
mala1464	mal	Spiel::N	k a ɭ i	kaLi	KALI	KVRV
mala1464	mal	Gesellschaft::N	k u u ʈ ʈ a a j m a	kutayma	KYTAJMA	KVTVJMV
mala1464	mal	Hilfe::N	s a ɦ a a j a m	sahayam	SAHAJAM	SVHVJVM
mala1464	mal	Freund::N	s u ɦ ɾʲ t t ɨ	suhrt3	SYHRTI	SVHRTV
mala1464	mal	Kamerad::N	k u u ʈ ʈ a a ɭ i	kutaLi	KYTALI	KVTVRV
mala1464	mal	Angelegenheit::N	k a a ɾʲ ɾʲ a m	karam	KARAM	KVRVM
mala1464	mal	Anzahl::N	e ɳ ɳ a m	enam	ENAM	VNVM
mala1464	mal	Art::N	t a ɾʲ a m	taram	TARAM	TVRVM
mala1464	mal	Stück::N	k a ʂ a ɳ a m	kaSanam	KASANAM	KVSVNVM
mala1464	mal	Teil::N	bʰ a a ɡ a m	bagam	PAKAM	PVKVM
mala1464	mal	Hälfte::N	p a ɡ u dʰ i	pagudi	PAKYTI	PVKVTV
mala1464	mal	Kreis::N	ʋ ɾʲ t t a m	wrtam	WRTAM	WRTVM
mala1464	mal	Kreuz::N	k u ɾʲ i ɕ a ɖ a j a a ɭ a m	kuriSadayaLam	KYRISATAJALAM	KVRVSVTVJVRVM
mala1464	mal	Linie::N	ʋ a ɾʲ a	wara	WARA	WVRV
mala1464	mal	Linie::N	ɾʲ e e kʰ a	reka	REKA	RVKV
mala1464	mal	Strich::N	p a k ʂ a a ɡʰ a a dʰ a m	pakSagadam	PAKSAKATAM	PVKSVKVTVM
mala1464	mal	Abstand::N	ʋ i ɖ a ʋ ɨ	widaw3	WITAWI	WVTVWV
mala1464	mal	Entfernung::N	a ɡ a l a m	agalam	AKALAM	VKVRVM
mala1464	mal	Gegend::N	p ɾʲ a d e e ɕ a m	pradeSam	PRATESAM	PRVTVSVM
mala1464	mal	Platz::N	i ɖ a m	idam	ITAM	VTVM
mala1464	mal	Ort::N	s t ɦ a l a m	sthalam	STHALAM	STHVRVM
mala1464	mal	Seite::N	ʋ a ɕ a m	waSam	WASAM	WVSVM
mala1464	mal	Mitte::N	m a d ɦ j a s t ɦ a a n a m	madhyasthanam	MATHJASTHANAM	MVTHJVSTHVNVM
mala1464	mal	Gegenstand::N	s a a d ɦ a n a m	sadhanam	SATHANAM	SVTHVNVM
mala1464	mal	Sache::N	ʋ a s t u	wastu	WASTY	WVSTV
mala1464	mal	Rand::N	t o ŋ ŋ a l	toNal	TUNAL	TVNVR
mala1464	mal	Kante::N	a t t a m	atam	ATAM	VTVM
mala1464	mal	Ecke::N	m u u l a	mula	MYLA	MVRV
mala1464	mal	Spitze::N	a ɡ ɾʲ a m	agram	AKRAM	VKRVM
mala1464	mal	Ende::N	a ʋ a s a a n a m	awasanam	AWASANAM	VWVSVNVM
mala1464	mal	Loch::N	d ʋ a a ɾʲ a m	dwaram	TWARAM	TWVRVM
mala1464	mal	Winkel::N	k o o ɳ	kon	KUN	KVN
mala1464	mal	Muster::N	k ɾʲ a m a m	kramam	KRAMAM	KRVMVM
mala1464	mal	Größe::N	ʋ a l u p p a m	walupam	WALYPAM	WVRVPVM
mala1464	mal	Länge::N	n i i ɭ a m	niLam	NILAM	NVRVM
mala1464	mal	Höhe::N	u j a ɾʲ a m	uyaram	YJARAM	VJVRVM
mala1464	mal	Gewicht::N	k a ʈ ʈ i	kati	KATI	KVTV
mala1464	mal	Menge::N	a ɭ a ʋ ɨ	aLaw3	ALAWI	VRVWV
mala1464	mal	Haufen::N	k u u m b a a ɾʲ a m	kumbaram	KYMPARAM	KVMPVRVM
mala1464	mal	Reihe::N	ʋ a ɾʲ i	wari	WARI	WVRV
mala1464	mal	Boot::N	b o o ʈ ʈ ɨ	bot3	PUTI	PVTV
mala1464	mal	Ruder::N	p a ŋ ɡ a a j a m	paNgayam	PANKAJAM	PVNKVJVM
mala1464	mal	Schlitten::N	u ɾʲ u ɭ i l l a a ʋ a ɳ ɖ i	uruLilawandi	YRYLILAWANTI	VRVRVRVWVNTV
mala1464	mal	Ski::N	ɦ i m a b a a d u ɡ a m	himabadugam	HIMAPATYKAM	HVMVPVTVKVM
mala1464	mal	Lagerfeuer::N	t i i	ti	TI	TV
mala1464	mal	Last::N	bʰ a a ɾʲ a m	baram	PARAM	PVRVM
mala1464	mal	Gang::N	n a ɖ a t t a m	nadatam	NATATAM	NVTVTVM
mala1464	mal	Schritt::N	t͡ʃ u ʋ a ɖ ɨ	Cuwad3	CYWATI	KVWVTV
mala1464	mal	Norden::N	ʋ a ɖ a k k ɨ	wadak3	WATAKI	WVTVKV
mala1464	mal	Süden::N	t e k k ɨ	tek3	TEKI	TVKV
mala1464	mal	Westen::N	p a ɖ i ɲ ɲ a a r ɨ	padi5ar3	PATINARI	PVTVNVRV
mala1464	mal	Osten::N	k i ɻ a k k ɨ	kiLak3	KIRAKI	KVRVKV
mala1464	mal	Holz::N	t a ɖ i	tadi	TATI	TVTV
mala1464	mal	Brett::N	b o o ɾʲ ɖ ɨ	bord3	PURTI	PVRTV
mala1464	mal	Platte::N	t a ɡ i ɖ ɨ	tagid3	TAKITI	TVKVTV
mala1464	mal	Stütze::N	t a a ŋ ŋ ɨ	taN3	TANI	TVNV
mala1464	mal	Stange::N	k a m b ɨ	kamb3	KAMPI	KVMPV
mala1464	mal	Stock::N	ʋ a ɖ i	wadi	WATI	WVTV
mala1464	mal	Stab::N	k u r u ʋ a ɖ i	kuruwadi	KYRYWATI	KVRVWVTV
mala1464	mal	Rohr::N	k u ɻ a l	kuLal	KYRAL	KVRVR
mala1464	mal	Haus::N	ʋ i i ɖ ɨ	wid3	WITI	WVTV
mala1464	mal	Heim::N	ʋ i i ɖ ɨ	wid3	WITI	WVTV
mala1464	mal	Ofen::N	s a t a t a u	satatau	SATATAY	SVTVTV
mala1464	mal	Fußboden::N	t a r a	tara	TARA	TVRV
mala1464	mal	Tisch::N	m e e ɕ a	meSa	MESA	MVSV
mala1464	mal	Stuhl::N	k a s e e ɾʲ a	kasera	KASERA	KVSVRV
mala1464	mal	Wiege::N	t o ʈ ʈ i l	totil	TUTIL	TVTVR
mala1464	mal	Bett::N	k i ɖ a k k a	kidaka	KITAKA	KVTVKV
mala1464	mal	Regal::N	ʂ e l pʰ ɨ	Selp3	SELPI	SVRPV
mala1464	mal	Kiste::N	p e ʈ ʈ i	peti	PETI	PVTV
mala1464	mal	Fenster::N	d͡ʒ a n a l	janal	CANAL	KVNVR
mala1464	mal	Tür::N	ʋ a a dʰ i l	wadil	WATIL	WVTVR
mala1464	mal	Tor::N	k a ʋ a a ɖ a m	kawadam	KAWATAM	KVWVTVM
mala1464	mal	Zaun::N	ʋ e e l i	weli	WELI	WVRV
mala1464	mal	Dach::N	m e e l k k u ɾʲ a	melkura	MELKYRA	MVRKVRV
mala1464	mal	Leiter::N	e e ɳ i	eni	ENI	VNV
mala1464	mal	Besen::N	t͡ʃ u u l ɨ	Cul3	CYLI	KVRV
mala1464	mal	Spaten::N	t u u m b a	tumba	TYMPA	TVMPV
mala1464	mal	Schaufel::N	t u u m b a	tumba	TYMPA	TVMPV
mala1464	mal	Gabel::N	m u ɭ k k a t t i	muLkati	MYLKATI	MVRKVTV
mala1464	mal	Löffel::N	s p u u ɳ	spun	SPYN	SPVN
mala1464	mal	Messer::N	k a t t i	kati	KATI	KVTV
mala1464	mal	Nagel::N	a a ɳ i	ani	ANI	VNV
mala1464	mal	Netz::N	ʋ a l a	wala	WALA	WVRV
mala1464	mal	Haken::N	k o ɭ u t t ɨ	koLut3	KULYTI	KVRVTV
mala1464	mal	Griff::N	k a i p p i ɖ i	kaipidi	KAIPITI	KVPVTV
mala1464	mal	Schloss::N	p u u ʈ ʈ ɨ	put3	PYTI	PVTV
mala1464	mal	Bild::N	t͡ʃ i t ɾʲ a m	Citram	CITRAM	KVTRVM
mala1464	mal	Figur::N	k a ɳ a k k ɨ	kanak3	KANAKI	KVNVKV
mala1464	mal	Puppe::N	p a a ʋ a	pawa	PAWA	PVWV
mala1464	mal	Beutel::N	b a a ɡ ɨ	bag3	PAKI	PVKV
mala1464	mal	Bündel::N	k e ʈ ʈ ɨ	ket3	KETI	KVTV
mala1464	mal	Tasche::N	b a a ɡ ɨ	bag3	PAKI	PVKV
mala1464	mal	Eimer::N	b a k k a t t ɨ	bakat3	PAKATI	PVKVTV
mala1464	mal	Deckel::N	u r a	ura	YRA	VRV
mala1464	mal	Geschirr::N	p i ɲ ɲ a a ɳ a m	pi5anam	PINANAM	PVNVNVM
mala1464	mal	Sack::N	t͡ʃ a a k k ɨ	Cak3	CAKI	KVKV
mala1464	mal	Tasse::N	k a p p ɨ	kap3	KAPI	KVPV
mala1464	mal	Topf::N	p a a t ɾʲ a m	patram	PATRAM	PVTRVM
mala1464	mal	Kessel::N	k e t t l ɨ	ketl3	KETLI	KVTRV
mala1464	mal	Essen::N	a a ɦ a a ɾʲ a s a m a j a m	aharasamayam	AHARASAMAJAM	VHVRVSVMVJVM
mala1464	mal	Nahrung::N	bʰ a k ʂ a ɳ a m	bakSanam	PAKSANAM	PVKSVNVM
mala1464	mal	Speise::N	ɖ i ʂ ɨ	diS3	TISI	TVSV
mala1464	mal	Fleisch::N	m a a m s a m	mamsam	MAMSAM	MVMSVM
mala1464	mal	Getreide::N	t͡ʃ o o ɭ a m	CoLam	CULAM	KVRVM
mala1464	mal	Brei::N	k a ɲ ɲ i	ka5i	KANI	KVNV
mala1464	mal	Brot::N	r o o ʈ ʈ i	roti	RUTI	RVTV
mala1464	mal	Scheibe::N	t u ɳ ɖ ɨ	tund3	TYNTI	TVNTV
mala1464	mal	Fett::N	k o ɻ u p p ɨ	koLup3	KURYPI	KVRVPV
mala1464	mal	Butter::N	ʋ e ɳ ɳ a	wena	WENA	WVNV
mala1464	mal	Öl::N	e ɳ ɳ a	ena	ENA	VNV
mala1464	mal	Salz::N	u p p ɨ	up3	YPI	VPV
mala1464	mal	Suppe::N	s u u p p ɨ	sup3	SYPI	SVPV
mala1464	mal	Honig::N	t e e n	ten	TEN	TVN
mala1464	mal	Milch::N	p a a l	pal	PAL	PVR
mala1464	mal	Tee::N	t͡ʃ a a j a	Caya	CAJA	KVJV
mala1464	mal	Leder::N	t u ɡ a l	tugal	TYKAL	TVKVR
mala1464	mal	Wolle::N	k a m b i ɭ i	kambiLi	KAMPILI	KVMPVRV
mala1464	mal	Stoff::N	t u ɳ i	tuni	TYNI	TVNV
mala1464	mal	Nadel::N	s u u t͡ʃ i	suCi	SYCI	SVKV
mala1464	mal	Faden::N	n u u l ɨ	nul3	NYLI	NVRV
mala1464	mal	Knopf::N	b a ʈ ʈ a ɳ	batan	PATAN	PVTVN
mala1464	mal	Knoten::N	k u ɾʲ u k k ɨ	kuruk3	KYRYKI	KVRVKV
mala1464	mal	Farbe::N	p e j i n t ɨ	peyint3	PEJINTI	PVJVNTV
mala1464	mal	Kleidung::N	ʋ a s t ɾʲ a ŋ ŋ a ɭ	wastraNaL	WASTRANAL	WVSTRVNVR
mala1464	mal	Hemd::N	ʂ a ɾʲ ʈ ʈ ɨ	Sart3	SARTI	SVRTV
mala1464	mal	Kragen::N	k u p p a a j a k k a ɻ u t t ɨ	kupayakaLut3	KYPAJAKARYTI	KVPVJVKVRVTV
mala1464	mal	Ärmel::N	k u p p a a j a k k a i	kupayakai	KYPAJAKAI	KVPVJVKV
mala1464	mal	Hose::N	ʈ ɾʲ a u s a ɾʲ	trausar	TRAYSAR	TRVSVR
mala1464	mal	Gürtel::N	b e l t t ɨ	belt3	PELTI	PVRTV
mala1464	mal	Mütze::N	t o p p i	topi	TUPI	TVPV
mala1464	mal	Schuh::N	ʂ u u	Su	SY	SV
mala1464	mal	Stiefel::N	b u u ʈ ʈ ɨ	but3	PYTI	PVTV
mala1464	mal	Ring::N	m o o dʰ i ɾʲ a m	modiram	MUTIRAM	MVTVRVM
mala1464	mal	Band::N	r i b a ɳ	riban	RIPAN	RVPVN
mala1464	mal	Kamm::N	t͡ʃ i i p p ɨ	Cip3	CIPI	KVPV
mala1464	mal	Spiegel::N	k a ɳ ɳ a a ɖ i	kanadi	KANATI	KVNVTV
mala1464	mal	Riemen::N	s ʈ ɾʲ a a p p ɨ	strap3	STRAPI	STRVPV
mala1464	mal	Schnur::N	t͡ʃ a ɾʲ a ɖ ɨ	Carad3	CARATI	KVRVTV
mala1464	mal	Leine::N	k e ʈ ʈ a a n u ɭ ɭ a _ t o o l ʋ a a ɾʲ	ketanuLatolwar	KETANYLA_TULWAR	KVTVNVRV_TVRWVR
mala1464	mal	Decke::N	p u dʰ a p p ɨ	pudap3	PYTAPI	PVTVPV
mala1464	mal	Kissen::N	t a l a j i ɳ a	talayina	TALAJINA	TVRVJVNV
mala1464	mal	Tuch::N	s k a a ɾʲ pʰ ɨ	skarp3	SKARPI	SKVRPV
mala1464	mal	Handtuch::N	t o o ɾʲ t t ɨ	tort3	TURTI	TVRTV
mala1464	mal	Kraft::N	ɕ a k t i	Sakti	SAKTI	SVKTV
mala1464	mal	Stärke::N	ɕ a k t i	Sakti	SAKTI	SVKTV
mala1464	mal	Gesundheit::N	a a ɾʲ o o ɡ j a m	arogyam	ARUKJAM	VRVKJVM
mala1464	mal	Krankheit::N	a s u kʰ a m	asukam	ASYKAM	VSVKVM
mala1464	mal	Schmerz::N	ʋ e e d a n a	wedana	WETANA	WVTVNV
mala1464	mal	Wunde::N	m u r i ʋ ɨ	muriw3	MYRIWI	MVRVWV
mala1464	mal	Fieber::N	p a n i	pani	PANI	PVNV
mala1464	mal	Arznei::N	m a ɾʲ u n n ɨ	marun3	MARYNI	MVRVNV
mala1464	mal	Brücke::N	p a a l a m	palam	PALAM	PVRVM
mala1464	mal	Brunnen::N	k i ɳ a ɾʲ	kinar	KINAR	KVNVR
mala1464	mal	Weide::N	m e e t t͡ʃ a l	meCal	MECAL	MVKVR
mala1464	mal	Pfad::N	ʋ a ɻ i	waLi	WARI	WVRV
mala1464	mal	Weg::N	ʋ a ɻ i	waLi	WARI	WVRV
mala1464	mal	Straße::N	r o o ɖ ɨ	rod3	RUTI	RVTV
mala1464	mal	Dorf::N	ɡ ɾʲ a a m a m	gramam	KRAMAM	KRVMVM
mala1464	mal	Stadt::N	n a ɡ a ɾʲ a m	nagaram	NAKARAM	NVKVRVM
mala1464	mal	Brief::N	k a t t ɨ	kat3	KATI	KVTV
mala1464	mal	Buch::N	p u s t a ɡ a m	pustagam	PYSTAKAM	PVSTVKVM
mala1464	mal	Buchstabe::N	a k ʂ a ɾʲ a m	akSaram	AKSARAM	VKSVRVM
mala1464	mal	Zeitung::N	ʋ a ɾʲ t t a m a a n a b a t ɾʲ a m	wartamanabatram	WARTAMANAPATRAM	WVRTVMVNVPVTRVM
mala1464	mal	Leben::N	d͡ʒ i i ʋ a n	jiwan	CIWAN	KVWVN
mala1464	mal	Tod::N	m a ɾʲ a ɳ a m	maranam	MARANAM	MVRVNVM
mala1464	mal	Grab::N	ɕ a ʋ a k k u ɻ i	SawakuLi	SAWAKYRI	SVWVKVRV
mala1464	mal	Kirche::N	p a ɭ ɭ i	paLi	PALI	PVRV
mala1464	mal	Sünde::N	p a a b a m	pabam	PAPAM	PVPVM
mala1464	mal	Gott::N	d a i ʋ a m	daiwam	TAIWAM	TVWVM
mala1464	mal	Arbeiter::N	d͡ʒ o o l i k k ʲ a a ɾʲ a n	jolikaran	CULIKARAN	KVRVKVRVN
mala1464	mal	Chef::N	m e e d ɦ a a ʋ i	medhawi	METHAWI	MVTHVWV
mala1464	mal	Meister::N	j a d͡ʒ a m a a n a n	yajamanan	JACAMANAN	JVKVMVNVN
mala1464	mal	Arzt::N	ɖ o o k ʈ a ɾʲ	doktar	TUKTAR	TVKTVR
mala1464	mal	Lehrer::N	a d ɦ j a a b a ɡ a n	adhyabagan	ATHJAPAKAN	VTHJVPVKVN
mala1464	mal	Geld::N	p a ɳ a m	panam	PANAM	PVNVM
mala1464	mal	Geschäft::N	b i s i n a s ɨ	bisinas3	PISINASI	PVSVNVSV
mala1464	mal	Laden::N	k a ɖ a	kada	KATA	KVTV
mala1464	mal	Preis::N	ʋ i l a	wila	WILA	WVRV
mala1464	mal	Ware::N	t͡ʃ a ɾʲ a k k ɨ	Carak3	CARAKI	KVRVKV
mala1464	mal	Nutzen::N	l a a bʰ a m	labam	LAPAM	RVPVM
mala1464	mal	Reichtum::N	d ɦ a n a m	dhanam	THANAM	THVNVM
mala1464	mal	Welt::N	l o o ɡ a m	logam	LUKAM	RVKVM
mala1464	mal	Land::N	ɾʲ a a d͡ʒ j a m	rajyam	RACJAM	RVKJVM
mala1464	mal	Staat::N	ɾʲ a a d͡ʒ j a m	rajyam	RACJAM	RVKJVM
mala1464	mal	König::N	ɾʲ a a d͡ʒ a a ʋ ɨ	rajaw3	RACAWI	RVKVWV
mala1464	mal	Macht::N	a d ɦ i ɡ a a ɾʲ a m	adhigaram	ATHIKARAM	VTHVKVRVM
mala1464	mal	Grenze::N	a dʰ i ɾʲ t t i	adirti	ATIRTI	VTVRTV
mala1464	mal	Krieg::N	j u d d ɦ a m	yudham	JYTTHAM	JVTTHVM
mala1464	mal	Feind::N	ɕ a t ɾʲ u	Satru	SATRY	SVTRV
mala1464	mal	Gewalt::N	a k ɾʲ a m a m	akramam	AKRAMAM	VKRVMVM
mala1464	mal	Kampf::N	p o o ɾʲ a a ʈ ʈ a m	poratam	PURATAM	PVRVTVM
mala1464	mal	Bogen[Waffe]::N	ʋ i l l ɨ	wil3	WILI	WVRV
mala1464	mal	Pfeil::N	a m b ɨ	amb3	AMPI	VMPV
mala1464	mal	Gewehr::N	t o o k k ɨ	tok3	TUKI	TVKV
mala1464	mal	Fehler::N	p i ɕ a ɡ ɨ	piSag3	PISAKI	PVSVKV
mala1464	mal	Lüge::N	k a ɭ ɭ a m	kaLam	KALAM	KVRVM
mala1464	mal	Schaden::N	k e e ɖ u b a a ɖ ɨ	kedubad3	KETYPATI	KVTVPVTV
mala1464	mal	Unglück::N	d a u ɾʲ bʰ a a ɡ j a m	daurbagyam	TAYRPAKJAM	TVRPVKJVM
mala1464	mal	Schuld::N	t e t t ɨ	tet3	TETI	TVTV
mala1464	mal	Alter::N	ʋ a j a s s ɨ	wayas3	WAJASI	WVJVSV
mala1464	mal	Schluss::N	n i ɡ a m a n a m	nigamanam	NIKAMANAM	NVKVMVNVM
mala1464	mal	Zeit::N	s a m a j a m	samayam	SAMAJAM	SVMVJVM
mala1464	mal	Tag::N	d i ʋ a s a m	diwasam	TIWASAM	TVWVSVM
mala1464	mal	Morgen::N	p ɾʲ a bʰ a a dʰ a m	prabadam	PRAPATAM	PRVPVTVM
mala1464	mal	Mittag::N	u t t͡ʃ a	uCa	YCA	VKV
mala1464	mal	Abend::N	s a a j a a ɦ n a m	sayahnam	SAJAHNAM	SVJVHNVM
mala1464	mal	Nacht::N	ɾʲ a a t ɾʲ i	ratri	RATRI	RVTRV
mala1464	mal	Woche::N	a a ɻ t͡ʃ a	aLCa	ARCA	VRKV
mala1464	mal	Monat::N	m a a s a m	masam	MASAM	MVSVM
mala1464	mal	Jahr::N	ʋ a ɾʲ ʂ a m	warSam	WARSAM	WVRSVM
mala1464	mal	Frühling::N	ʋ a s a n dʰ a m	wasandam	WASANTAM	WVSVNTVM
mala1464	mal	Sommer::N	ʋ e e n a l	wenal	WENAL	WVNVR
mala1464	mal	Herbst::N	ɕ a ɾʲ a t k a a l a m	Saratkalam	SARATKALAM	SVRVTKVRVM
mala1464	mal	Winter::N	ɕ a i dʰ j a m	Saidyam	SAITJAM	SVTJVM
mala1464	mal	Januar::N	d͡ʒ a n u ʋ a ɾʲ i	januwari	CANYWARI	KVNVWVRV
mala1464	mal	Februar::N	pʰ e b ɾʲ u ʋ a ɾʲ i	pebruwari	PEPRYWARI	PVPRVWVRV
mala1464	mal	März::N	m a a ɾʲ t t͡ʃ ɨ	marC3	MARCI	MVRKV
mala1464	mal	April::N	e e p ɾʲ i ɭ _ m a a s a m	epriLmasam	EPRIL_MASAM	VPRVR_MVSVM
mala1464	mal	Mai::N	m e j _ m a a s a m	meymasam	MEJ_MASAM	MVJ_MVSVM
mala1464	mal	Juni::N	d͡ʒ u u ɳ	jun	CYN	KVN
mala1464	mal	Juli::N	d͡ʒ u u l a i	julai	CYLAI	KVRV
mala1464	mal	August::N	a a ɡ a s a t a t ɨ	agasatat3	AKASATATI	VKVSVTVTV
mala1464	mal	September::N	s e p t a m b a ɾʲ	septambar	SEPTAMPAR	SVPTVMPVR
mala1464	mal	Oktober::N	o k ʈ o o b a ɾʲ	oktobar	UKTUPAR	VKTVPVR
mala1464	mal	November::N	n a ʋ a m b a ɾʲ	nawambar	NAWAMPAR	NVWVMPVR
mala1464	mal	Dezember::N	ɖ i s a m b a ɾʲ	disambar	TISAMPAR	TVSVMPVR
mala1464	mal	Montag::N	t i ŋ ɡ a ɭ a a ɻ t͡ʃ a	tiNgaLaLCa	TINKALARCA	TVNKVRVRKV
mala1464	mal	Dienstag::N	t͡ʃ o ʋ ʋ a	Cowa	CUWA	KVWV
mala1464	mal	Mittwoch::N	b u d ɦ a n a a ɻ t͡ʃ a	budhanaLCa	PYTHANARCA	PVTHVNVRKV
mala1464	mal	Donnerstag::N	ʋ j a a ɻ a a ɻ t͡ʃ a	wyaLaLCa	WJARARCA	WJVRVRKV
mala1464	mal	Freitag::N	ʋ e ɭ ɭ i j a a ɻ t͡ʃ a	weLiyaLCa	WELIJARCA	WVRVJVRKV
mala1464	mal	Samstag::N	ɕ a n i j a a ɻ t͡ʃ a	SaniyaLCa	SANIJARCA	SVNVJVRKV
mala1464	mal	Sonntag::N	ɲ a a j a r a a ɻ t͡ʃ a	5ayaraLCa	NAJARARCA	NVJVRVRKV
mala1464	mal	groß::A	ʋ a l i j a	waliya	WALIJA	WVRVJV
mala1464	mal	klein::A	t͡ʃ e r i j a	Ceriya	CERIJA	KVRVJV
mala1464	mal	lang::A	n i i ɳ ɖ a	ninda	NINTA	NVNTV
mala1464	mal	kurz::A	ɦ ɾʲ a s ʋ a m a a j a	hraswamaya	HRASWAMAJA	HRVSWVMVJV
