language	iso_code	gloss	ipa	asjp	sca	dolgo	Cognate Class
nucl1305	kan	bald::ADV	b e e ɡ a	bega	PEKA	PVKV	2
tami1289	tam	bald::ADV	t͡ɕ i i k k i ɾ ʌ m	Cikirom	CIKIREM	KVKVRVM	1
telu1262	tel	bald::ADV	ɕ i i ɡʰ r ʌ m u ɡ ʌ	Sigromugo	SIKREMYKE	SVKRVMVKV	3
mala1464	mal	Band::N	r i b a ɳ	riban	RIPAN	RVPVN	2
nucl1305	kan	Band::N	r ɪ b b ə n	rib3n	RIPEN	RVPVN	2
tami1289	tam	Band::N	n ɑ ɑ ʈ ɑ ɑ	nata	NATA	NVTV	1
telu1262	tel	Band::N	n a a ɖ a a	nada	NATA	NVTV	1
mala1464	mal	Bär::N	k a ɾʲ a ɖ i	karadi	KARATI	KVRVTV	1
nucl1305	kan	Bär::N	k ə r ə ɖ i	k3r3di	KERETI	KVRVTV	1
tami1289	tam	Bär::N	k ʌ ɾ ʌ ɖ i	korodi	KERETI	KVRVTV	1
telu1262	tel	Bär::N	e l u ɡ u b ʌ̃ ʈ i	eluguboti	ELYKYPETI	VRVKVPVTV	2
mala1464	mal	Barsch::N	o ɾʲ i n a m _ m a t s j a m	orinammatsyam	URINAM_MATSJAM	VRVNVM_MVTSJVM	3
nucl1305	kan	Barsch::N	p ə r t͡ʃ _ m i i n u	p3rCminu	PERC_MINY	PVRK_MVNV	2
tami1289	tam	Barsch::N	p e e ɾ t͡ɕ	perC	PERC	PVRK	1
telu1262	tel	Barsch::N	o k ʌ t͡ɕ e e ̃ p ʌ	okoCepo	UKECEPE	VKVKVPV	3
mala1464	mal	Bart::N	t a a ɖ i ɾʲ o o m a m	tadiromam	TATIRUMAM	TVTVRVMVM	2
nucl1305	kan	Bart::N	ɡ ə ɖ ɖ a	g3da	KETA	KVTV	1
tami1289	tam	Bart::N	t ɑ ɑ ʈ i	tati	TATI	TVTV	2
telu1262	tel	Bart::N	ɡ ʌ ɖ ɖ ʌ m u	godomu	KETEMY	KVTVMV	1
mala1464	mal	Bau::N	m a a ɭ a m	maLam	MALAM	MVRVM	2
nucl1305	kan	Bau::N	ə ɖ ə ɡ ʊ d a a ɳ a	3d3gudana	ETEKYTANA	VTVKVTVNV	2
tami1289	tam	Bau::N	k u h ʌ i	kuhoi	KYHEI	KVHV	1
telu1262	tel	Bau::N	ɡ u h ʌ	guho	KYHE	KVHV	1
mala1464	mal	Bauch::N	n a j a r ɨ	nayar3	NAJARI	NVJVRV	2
nucl1305	kan	Bauch::N	h ɔ ʈ ʈ e	hote	HUTE	HVTV	1
tami1289	tam	Bauch::N	ʋ ʌ j i r u	woyiru	WEJIRY	WVJVRV	3
telu1262	tel	Bauch::N	k ʌ ɖ u p u	kodupu	KETYPY	KVTVPV	3
mala1464	mal	bauen::V	n i ɾʲ m m i k k ʲ u ɡ a	nirmikuga	NIRMIKYKA	NVRMVKVKV	2
nucl1305	kan	bauen::V	k ə ʈ ʈ u	k3tu	KETY	KVTV	1
tami1289	tam	bauen::V	k ʌ ʈ ʈ u	kotu	KETY	KVTV	1
telu1262	tel	bauen::V	n i r m ĩ t͡ɕ u	nirmiCu	NIRMICY	NVRMVKV	2
mala1464	mal	Baum::N	m a ɾʲ a m	maram	MARAM	MVRVM	1
nucl1305	kan	Baum::N	m ə r a	m3ra	MERA	MVRV	1
tami1289	tam	Baum::N	m ʌ ɾ ʌ m	morom	MEREM	MVRVM	1
telu1262	tel	Baum::N	t͡ɕ e ʈ ʈ u	Cetu	CETY	KVTV	2
mala1464	mal	bedecken::V	m u ɖ u ɡ a	muduga	MYTYKA	MVTVKV	2
nucl1305	kan	bedecken::V	m ʊ t t͡ʃ u	muCu	MYCY	MVKV	1
tami1289	tam	bedecken::V	u r ʌ i β o o ʈ u	uroibotu	YREIBUTY	VRVPVTV	3
telu1262	tel	bedecken::V	m u u j u	muyu	MYJY	MVJV	1
mala1464	mal	beenden::V	p u u ɾʲ t t i j a a k k u ɡ a	purtiyakuga	PYRTIJAKYKA	PVRTVJVKVKV	3
nucl1305	kan	beenden::V	n ɪ l l ɪ s u	nilisu	NILISY	NVRVSV	1
tami1289	tam	beenden::V	m u ɖ i	mudi	MYTI	MVTV	3
telu1262	tel	beenden::V	m u ɡ ĩ t͡ɕ u	mugiCu	MYKICY	MVKVKV	2
mala1464	mal	Beere::N	b e r i	beri	PERI	PVRV	3
nucl1305	kan	Beere::N	n ə j ə ʋ ə ɳ ɳ u	n3y3w3nu	NEJEWENY	NVJVWVNV	1
tami1289	tam	Beere::N	t͡ɕ ʌ ð ʌ i p p ʌ ɻ ʌ m	Co8oipoLom	CEDEIPEREM	KVTVPVRVM	2
telu1262	tel	Beere::N	k a a j ʌ	kayo	KAJE	KVJV	3
mala1464	mal	beginnen::V	a a ɾʲ a m bʰ i k k ʲ u ɡ a	arambikuga	ARAMPIKYKA	VRVMPVKVKV	1
nucl1305	kan	beginnen::V	a a r ə ŋ bʰ ɪ s u	ar3Nbisu	ARENPISY	VRVNPVSV	1
tami1289	tam	beginnen::V	ɑ ɑ ɾ ʌ m b i	arombi	AREMPI	VRVMPV	1
telu1262	tel	beginnen::V	a a r ʌ̃ bʰ ĩ t͡ɕ u	arobiCu	AREPICY	VRVPVKV	1
mala1464	mal	begreifen::V	k a i p p i ɖ i j i l a a k k u ɡ a	kaipidiyilakuga	KAIPITIJILAKYKA	KVPVTVJVRVKVKV	3
nucl1305	kan	begreifen::V	ɡ r ə h ɪ s u	gr3hisu	KREHISY	KRVHVSV	1
tami1289	tam	begreifen::V	p ʌ t t i k k o ɭ	potikoL	PETIKUL	PVTVKVR	2
telu1262	tel	begreifen::V	ɡ r ʌ h ĩ t͡ɕ u	grohiCu	KREHICY	KRVHVKV	1
mala1464	mal	beherrschen::V	bʰ a ɾʲ i k k ʲ u ɡ a	barikuga	PARIKYKA	PVRVKVKV	3
nucl1305	kan	beherrschen::V	ə d h ɪ k a a r ə _ n ə ɖ ɛ s u	3dhikar3n3dEsu	ETHIKARE_NETESY	VTHVKVRV_NVTVSV	2
tami1289	tam	beherrschen::V	ɑ ɑ ʈ t͡ɕ i s e j	atCisey	ATCISEJ	VTKVSVJ	3
telu1262	tel	beherrschen::V	e e l u	elu	ELY	VRV	1
mala1464	mal	behindern::V	t a ɖ a j i ɖ u ɡ a	tadayiduga	TATAJITYKA	TVTVJVTVKV	3
nucl1305	kan	behindern::V	ə ɖ ɖ ɪ m a a ɖ u	3dimadu	ETIMATY	VTVMVTV	2
tami1289	tam	behindern::V	t ʌ ɖ ʌ ŋ ɡ ʌ l _ t͡ɕ e j	todoNgolCey	TETENKEL_CEJ	TVTVNKVR_KVJ	3
telu1262	tel	behindern::V	ʌ ɖ ɖ ʌ ɡ ĩ t͡ɕ u ʈ ʌ	odogiCuto	ETEKICYTE	VTVKVKVTV	1
mala1464	mal	Bein::N	k a a l	kal	KAL	KVR	1
nucl1305	kan	Bein::N	k a a l u	kalu	KALY	KVRV	1
tami1289	tam	Bein::N	k ɑ ɑ l	kal	KAL	KVR	1
telu1262	tel	Bein::N	k a a l u	kalu	KALY	KVRV	1
mala1464	mal	beißen::V	k a ɖ i k k ʲ u ɡ a	kadikuga	KATIKYKA	KVTVKVKV	1
nucl1305	kan	beißen::V	k ə t t͡ʃ u	k3Cu	KECY	KVKV	2
tami1289	tam	beißen::V	k ʌ ɖ i	kodi	KETI	KVTV	1
telu1262	tel	beißen::V	k ʌ ɽ ʌ t͡ɕ u	koroCu	KERECY	KVRVKV	2
mala1464	mal	bekannt::A	p a ɾʲ i t͡ʃ i dʰ a m a a j a	pariCidamaya	PARICITAMAJA	PVRVKVTVMVJV	2
nucl1305	kan	bekannt::A	ə p t a	3pta	EPTA	VPTV	1
tami1289	tam	bekannt::A	p ʌ ɻ ʌ k k ʌ p p ʌ ʈ ʈ ʌ	poLokopoto	PEREKEPETE	PVRVKVPVTV	3
telu1262	tel	bekannt::A	t e l i s i n ʌ	telisino	TELISINE	TVRVSVNV	3
mala1464	mal	bekommen::V	k i ʈ ʈ u ɡ a	kituga	KITYKA	KVTVKV	3
nucl1305	kan	bekommen::V	s ə ŋ p a a d ɪ s u	s3Npadisu	SENPATISY	SVNPVTVSV	1
tami1289	tam	bekommen::V	p e r u	peru	PERY	PVRV	2
telu1262	tel	bekommen::V	s ʌ̃ p a a d ĩ t͡ɕ u	sopadiCu	SEPATICY	SVPVTVKV	1
mala1464	mal	belästigen::V	m e n a k k e ɖ u ɡ a	menakeduga	MENAKETYKA	MVNVKVTVKV	3
nucl1305	kan	belästigen::V	t ɔ ŋ d ə r e	toNd3re	TUNTERE	TVNTVRV	3
tami1289	tam	belästigen::V	t o l l ʌ i _ k o ɖ u	toloikodu	TULEI_KUTY	TVRV_KVTV	1
telu1262	tel	belästigen::V	p i i ɖ ĩ t͡ɕ u	pidiCu	PITICY	PVTVKV	2
mala1464	mal	bellen::V	k u ɾʲ a j k k u ɡ a	kuraykuga	KYRAJKYKA	KVRVJKVKV	3
nucl1305	kan	bellen::V	b ə ɡ ʊ ɭ u	b3guLu	PEKYLY	PVKVRV	2
tami1289	tam	bellen::V	k u ɾ ʌ i	kuroi	KYREI	KVRV	3
telu1262	tel	bellen::V	ʌ ɽ ʌ t͡ɕ u	oroCu	ERECY	VRVKV	1
mala1464	mal	bemerken::V	ɕ ɾʲ a d d ɦ i k k ʲ u ɡ a	Sradhikuga	SRATTHIKYKA	SRVTTHVKVKV	1
nucl1305	kan	bemerken::V	ɡ ə m ə n ɪ s u	g3m3nisu	KEMENISY	KVMVNVSV	1
tami1289	tam	bemerken::V	k ʌ ʋ ʌ n i	kowoni	KEWENI	KVWVNV	1
telu1262	tel	bemerken::V	ɡ u r t ĩ t͡ɕ u	gurtiCu	KYRTICY	KVRTVKV	1
mala1464	mal	Berg::N	p a ɾʲ ʋ ʋ a dʰ a m	parwadam	PARWATAM	PVRWVTVM	1
nucl1305	kan	Berg::N	m ə l e	m3le	MELE	MVRV	1
nucl1305	kan	Berg::N	p ə r ʋ ə t a	p3rw3ta	PERWETA	PVRWVTV	2
tami1289	tam	Berg::N	m ʌ l ʌ i	moloi	MELEI	MVRV	2
telu1262	tel	Berg::N	p ʌ r ʋ ʌ t ʌ m u	porwotomu	PERWETEMY	PVRWVTVMV	1
mala1464	mal	berühmt::A	p ɾʲ a ɕ a s t a n a a j a	praSastanaya	PRASASTANAJA	PRVSVSTVNVJV	1
nucl1305	kan	berühmt::A	p r ə s ɪ d d h a	pr3sidha	PRESITHA	PRVSVTHV	2
tami1289	tam	berühmt::A	p u h ʌ ɻ p e t t ʌ	puhoLpeto	PYHERPETE	PVHVRPVTV	3
telu1262	tel	berühmt::A	p r ʌ p i d d i k e k k i ʋ ʌ	propidikekiwo	PREPITIKEKIWE	PRVPVTVKVKVWV	3
mala1464	mal	berühren::V	t o ɖ u ɡ a	toduga	TUTYKA	TVTVKV	2
nucl1305	kan	berühren::V	t a a k u	taku	TAKY	TVKV	1
tami1289	tam	berühren::V	p ʌ ð i	po8i	PEDI	PVTV	2
telu1262	tel	berühren::V	t a a k u	taku	TAKY	TVKV	1
mala1464	mal	beschädigen::V	k ʂ a dʰ a m e e l p p i k k ʲ u ɡ a	kSadamelpikuga	KSATAMELPIKYKA	KSVTVMVRPVKVKV	2
nucl1305	kan	beschädigen::V	h a a ɭ ʊ m a a ɖ u	haLumadu	HALYMATY	HVRVMVTV	2
tami1289	tam	beschädigen::V	t͡ɕ e e ð ʌ p p ʌ ɖ u t t u	Ce8opodutu	CEDEPETYTY	KVTVPVTVTV	1
telu1262	tel	beschädigen::V	t͡ɕ e r u p u ʈ ʌ	Ceruputo	CERYPYTE	KVRVPVTV	1
mala1464	mal	Besen::N	t͡ʃ u u l ɨ	Cul3	CYLI	KVRV	3
nucl1305	kan	Besen::N	p ɔ r ə k e	por3ke	PUREKE	PVRVKV	1
tami1289	tam	Besen::N	ʋ i ɭ ʌ k k u m ɑ ɑ r u	wiLokumaru	WILEKYMARY	WVRVKVMVRV	2
telu1262	tel	Besen::N	t͡ɕ i i p u r u k ʌ ʈ ʈ ʌ	Cipurukoto	CIPYRYKETE	KVPVRVKVTV	3
mala1464	mal	besitzen::V	s ʋ a n dʰ a m a a k k u ɡ a	swandamakuga	SWANTAMAKYKA	SWVNTVMVKVKV	3
nucl1305	kan	besitzen::V	w ɔ ɖ ɛ j ə n a a ɡ ɪ r u	wodEy3nagiru	WUTEJENAKIRY	WVTVJVNVKVRV	3
tami1289	tam	besitzen::V	u ɖ ʌ i m ʌ i j ɑ ɑ k ʌ k _ k o ɳ ʈ i ɾ u	udoimoiyakokkontiru	YTEIMEIJAKEK_KUNTIRY	VTVMVJVKVK_KVNTVRV	2
telu1262	tel	besitzen::V	k ʌ l i ɡ i j ũ ɖ u	koligiyudu	KELIKIJYTY	KVRVKVJVTV	1
mala1464	mal	besuchen::V	s a n d a ɾʲ ɕ i k k ʲ u ɡ a	sandarSikuga	SANTARSIKYKA	SVNTVRSVKVKV	2
nucl1305	kan	besuchen::V	bʰ e e ʈ ɪ j a a ɡ u	betiyagu	PETIJAKY	PVTVJVKV	3
tami1289	tam	besuchen::V	ʋ ʌ ɾ u h ʌ i _ p u ɾ i	woruhoipuri	WERYHEI_PYRI	WVRVHV_PVRV	3
telu1262	tel	besuchen::V	p o o j i _ t͡ɕ u u t͡ɕ u	poyiCuCu	PUJI_CYCY	PVJV_KVKV	1
mala1464	mal	betrügen::V	t͡ʃ a dʰ i k k ʲ u ɡ a	Cadikuga	CATIKYKA	KVTVKVKV	1
nucl1305	kan	betrügen::V	ʋ ə ŋ t͡ʃ ɪ s u	w3NCisu	WENCISY	WVNKVSV	2
tami1289	tam	betrügen::V	e e m ɑ ɑ t t u	ematu	EMATY	VMVTV	3
telu1262	tel	betrügen::V	m o o s ʌ p u t t͡ɕ u	mosopuCu	MUSEPYCY	MVSVPVKV	3
mala1464	mal	Bett::N	k i ɖ a k k a	kidaka	KITAKA	KVTVKV	1
nucl1305	kan	Bett::N	h a a s ɪ ɡ e	hasige	HASIKE	HVSVKV	2
tami1289	tam	Bett::N	p ʌ ɖ u k k ʌ i	podukoi	PETYKEI	PVTVKV	1
telu1262	tel	Bett::N	p ʌ ɖ ʌ k ʌ	podoko	PETEKE	PVTVKV	2
telu1262	tel	Bett::N	m ʌ̃ t͡ɕ ʌ̃	moCo	MECE	MVKV	1
mala1464	mal	beugen::V	ʋ a ɳ a ŋ ŋ u ɡ a	wanaNuga	WANANYKA	WVNVNVKV	2
nucl1305	kan	beugen::V	b ə ɡ ɡ ɪ s u	b3gisu	PEKISY	PVKVSV	1
tami1289	tam	beugen::V	ʋ ʌ n ʌ i	wonoi	WENEI	WVNV	2
telu1262	tel	beugen::V	ʋ ʌ̃ t͡ɕ u	woCu	WECY	WVKV	1
mala1464	mal	Beutel::N	b a a ɡ ɨ	bag3	PAKI	PVKV	2
nucl1305	kan	Beutel::N	s ə ŋ t͡ʃ i	s3NCi	SENCI	SVNKV	1
tami1289	tam	Beutel::N	p ʌ i	poi	PEI	PV	2
telu1262	tel	Beutel::N	s ʌ̃ t͡ɕ i	soCi	SECI	SVKV	1
mala1464	mal	bewachen::V	k a a ʋ a l n i l k k u ɡ a	kawalnilkuga	KAWALNILKYKA	KVWVRNVRKVKV	2
nucl1305	kan	bewachen::V	k a a p a a ɖ u	kapadu	KAPATY	KVPVTV	1
tami1289	tam	bewachen::V	k ɑ ɑ ʋ ʌ l _ t͡ɕ e j	kawolCey	KAWEL_CEJ	KVWVR_KVJ	2
telu1262	tel	bewachen::V	k a a p a a ɖ u	kapadu	KAPATY	KVPVTV	1
mala1464	mal	bewahren::V	p u l a ɾʲ t t u ɡ a	pulartuga	PYLARTYKA	PVRVRTVKV	2
nucl1305	kan	bewahren::V	r ə k ʂ ɪ s ɪ ɖ u	r3kSisidu	REKSISITY	RVKSVSVTV	3
tami1289	tam	bewahren::V	k e ʈ ɑ ɑ t u _ p e e ɳ u	ketatupenu	KETATY_PENY	KVTVTV_PVNV	3
telu1262	tel	bewahren::V	bʰ ʌ d r ʌ p ʌ ɽ u t͡ɕ u	bodroporuCu	PETREPERYCY	PVTRVPVRVKV	1
mala1464	mal	bezahlen::V	p a ɾʲ i ɦ a a ɾʲ a m _ t͡ʃ e j j u ɡ a	pariharamCeyuga	PARIHARAM_CEJYKA	PVRVHVRVM_KVJVKV	2
nucl1305	kan	bezahlen::V	b ɛ l ɛ t ɛ r u	bElEtEru	PELETERY	PVRVTVRV	3
tami1289	tam	bezahlen::V	i r u t t ʌ l	irutol	IRYTEL	VRVTVR	1
telu1262	tel	bezahlen::V	t͡ɕ e l l ĩ t͡ɕ u	CeliCu	CELICY	KVRVKV	3
mala1464	mal	biegen::V	k u n i j u ɡ a	kuniyuga	KYNIJYKA	KVNVJVKV	2
nucl1305	kan	biegen::V	b ə ɡ ɡ ɪ s u	b3gisu	PEKISY	PVKVSV	1
tami1289	tam	biegen::V	ʋ ʌ n ʌ i	wonoi	WENEI	WVNV	3
telu1262	tel	biegen::V	ʋ ʌ̃ t͡ɕ u	woCu	WECY	WVKV	1
mala1464	mal	Bild::N	t͡ʃ i t ɾʲ a m	Citram	CITRAM	KVTRVM	1
nucl1305	kan	Bild::N	t͡ʃ ɪ t r a	Citra	CITRA	KVTRV	1
tami1289	tam	Bild::N	p ʌ ɖ ʌ m	podom	PETEM	PVTVM	2
telu1262	tel	Bild::N	t͡ɕ i t r ʌ m u	Citromu	CITREMY	KVTRVMV	1
mala1464	mal	billig::A	ʋ i l a ɡ u r a ɲ ɲ a	wilagura5a	WILAKYRANA	WVRVKVRVNV	3
nucl1305	kan	billig::A	ə ɡ ɡ a	3ga	EKA	VKV	3
tami1289	tam	billig::A	m ʌ l i ʋ ɑ ɑ n ʌ	moliwano	MELIWANE	MVRVWVNV	2
telu1262	tel	billig::A	t͡ɕ a u k ʌ j a i n ʌ	Caukoyaino	CAYKEJAINE	KVKVJVNV	1
mala1464	mal	binden::V	k e ʈ ʈ u ɡ a	ketuga	KETYKA	KVTVKV	1
nucl1305	kan	binden::V	k ə ʈ ʈ u	k3tu	KETY	KVTV	1
tami1289	tam	binden::V	k ʌ ʈ ʈ u	kotu	KETY	KVTV	1
telu1262	tel	binden::V	k ʌ ʈ ʈ u	kotu	KETY	KVTV	1
mala1464	mal	Birke::N	p u u ʋ a ɾʲ a ɕ ɨ	puwaraS3	PYWARASI	PVWVRVSV	2
nucl1305	kan	Birke::N	b ə r t͡ʃ _ m ə r a	b3rCm3ra	PERC_MERA	PVRK_MVRV	1
tami1289	tam	Birke::N	p i ɾ t͡ɕ _ m ʌ ɾ ʌ m	pirCmorom	PIRC_MEREM	PVRK_MVRVM	1
telu1262	tel	Birke::N	t ʌ r ʌ h a a _ t͡ɕ e ʈ ʈ u	torohaCetu	TEREHA_CETY	TVRVHV_KVTV	2
mala1464	mal	bitten::V	a b e e k ʂ i k k ʲ u ɡ a	abekSikuga	APEKSIKYKA	VPVKSVKVKV	3
nucl1305	kan	bitten::V	b e e ɖ u	bedu	PETY	PVTV	1
tami1289	tam	bitten::V	ʋ e e ɳ ʈ u	wentu	WENTY	WVNTV	1
telu1262	tel	bitten::V	k o o r u	koru	KURY	KVRV	2
mala1464	mal	bitter::A	k a ɖ u t t a	kaduta	KATYTA	KVTVTV	3
nucl1305	kan	bitter::A	k ə h i	k3hi	KEHI	KVHV	1
tami1289	tam	bitter::A	k ʌ s ʌ p p ɑ ɑ n ʌ	kosopano	KESEPANE	KVSVPVNV	3
telu1262	tel	bitter::A	t͡ɕ e e d a i n ʌ	Cedaino	CETAINE	KVTVNV	2
mala1464	mal	blasen::V	u u dʰ u ɡ a	uduga	YTYKA	VTVKV	1
nucl1305	kan	blasen::V	ɡ a a ɭ ɪ _ u u d u	gaLiudu	KALI_YTY	KVRV_VTV	2
tami1289	tam	blasen::V	u u ð u	u8u	YDY	VTV	1
telu1262	tel	blasen::V	d u r ʌ d p ʌ p ʈ ʌ m u	durodpoptomu	TYRETPEPTEMY	TVRVTPVPTVMV	3
mala1464	mal	Blatt::N	i l a	ila	ILA	VRV	1
nucl1305	kan	Blatt::N	j ɛ l e	yEle	JELE	JVRV	2
tami1289	tam	Blatt::N	i l ʌ i	iloi	ILEI	VRV	1
telu1262	tel	Blatt::N	a a k u	aku	AKY	VKV	2
mala1464	mal	blau::A	n i i l a n i r a m u ɭ ɭ a	nilaniramuLa	NILANIRAMYLA	NVRVNVRVMVRV	1
nucl1305	kan	blau::A	n i i l a	nila	NILA	NVRV	1
tami1289	tam	blau::A	n i i l ʌ _ ʋ ʌ ɳ ɳ ʌ	nilowono	NILE_WENE	NVRV_WVNV	1
telu1262	tel	blau::A	n i i l ʌ ʋ ʌ r ɳ ʌ m u	nilowornomu	NILEWERNEMY	NVRVWVRNVMV	1
mala1464	mal	bleiben::V	t u ɖ a ɾʲ u ɡ a	tudaruga	TYTARYKA	TVTVRVKV	2
nucl1305	kan	bleiben::V	j ɪ r u	yiru	JIRY	JVRV	1
tami1289	tam	bleiben::V	i ɾ u	iru	IRY	VRV	1
telu1262	tel	bleiben::V	ũ ɖ u	udu	YTY	VTV	2
mala1464	mal	blind::A	a n d ɦ a n a a j a	andhanaya	ANTHANAJA	VNTHVNVJV	3
nucl1305	kan	blind::A	ə ŋ d h a	3Ndha	ENTHA	VNTHV	3
tami1289	tam	blind::A	p ɑ ɑ ɾ ʋ ʌ i j ʌ t t ʌ	parwoiyoto	PARWEIJETE	PVRWVJVTV	1
telu1262	tel	blind::A	ɡ r u ɖ ɖ i	grudi	KRYTI	KRVTV	2
mala1464	mal	Blume::N	p u u ʋ ɨ	puw3	PYWI	PVWV	1
nucl1305	kan	Blume::N	s ʊ m a	suma	SYMA	SVMV	2
tami1289	tam	Blume::N	p u u	pu	PY	PV	1
telu1262	tel	Blume::N	p u ʂ p ʌ m u	puSpomu	PYSPEMY	PVSPVMV	2
mala1464	mal	Blut::N	ɾʲ a k t a m	raktam	RAKTAM	RVKTVM	1
nucl1305	kan	Blut::N	r ə k t a	r3kta	REKTA	RVKTV	1
tami1289	tam	Blut::N	i ɾ ʌ t t ʌ m	irotom	IRETEM	VRVTVM	1
telu1262	tel	Blut::N	r ʌ k t ʌ m u	roktomu	REKTEMY	RVKTVMV	1
mala1464	mal	Boden::N	t a r a	tara	TARA	TVRV	1
mala1464	mal	Boden::N	n i l a m	nilam	NILAM	NVRVM	2
nucl1305	kan	Boden::N	n ɛ l a	nEla	NELA	NVRV	1
tami1289	tam	Boden::N	t ʌ ɾ ʌ i	toroi	TEREI	TVRV	2
telu1262	tel	Boden::N	n e e l ʌ	nelo	NELE	NVRV	1
mala1464	mal	Bogen[Waffe]::N	ʋ i l l ɨ	wil3	WILI	WVRV	1
nucl1305	kan	Bogen[Waffe]::N	b ɪ l l u	bilu	PILY	PVRV	1
tami1289	tam	Bogen[Waffe]::N	ʋ i l	wil	WIL	WVR	1
telu1262	tel	Bogen[Waffe]::N	ʋ i l l u	wilu	WILY	WVRV	1
mala1464	mal	Boot::N	b o o ʈ ʈ ɨ	bot3	PUTI	PVTV	2
nucl1305	kan	Boot::N	d o o ɳ i	doni	TUNI	TVNV	2
tami1289	tam	Boot::N	p ʌ ɖ ʌ k u	podoku	PETEKY	PVTVKV	1
telu1262	tel	Boot::N	p ʌ ɖ ʌ ʋ ʌ	podowo	PETEWE	PVTVWV	1
mala1464	mal	böse::A	p a a b i j a a j a	pabiyaya	PAPIJAJA	PVPVJVJV	3
nucl1305	kan	böse::A	k ɛ ʈ ʈ a	kEta	KETA	KVTV	1
tami1289	tam	böse::A	k e e ɖ u _ ʋ i ɭ ʌ i ʋ i k k u m	keduwiLoiwikum	KETY_WILEIWIKYM	KVTV_WVRVWVKVM	2
telu1262	tel	böse::A	t͡ɕ e ɖ ɖ ʌ	Cedo	CETE	KVTV	1
mala1464	mal	braten::V	p o o ɾʲ i k k ʲ u ɡ a	porikuga	PURIKYKA	PVRVKVKV	3
nucl1305	kan	braten::V	k ə r i	k3ri	KERI	KVRV	1
tami1289	tam	braten::V	p o ɾ i j ʌ t͡ɕ _ t͡ɕ e j	poriyoCCey	PURIJEC_CEJ	PVRVJVK_KVJ	2
telu1262	tel	braten::V	ʋ e e p u	wepu	WEPY	WVPV	3
mala1464	mal	brausen::V	m u ɻ a ŋ ŋ u ɡ a	muLaNuga	MYRANYKA	MVRVNVKV	2
nucl1305	kan	brausen::V	ə b b ə r ɪ s u	3b3risu	EPERISY	VPVRVSV	1
tami1289	tam	brausen::V	i ɾ ʌ i ð ʌ l	iroi8ol	IREIDEL	VRVTVR	2
telu1262	tel	brausen::V	ɡ ʌ r d͡ʑ ĩ t͡ɕ u	gorjiCu	KERCICY	KVRKVKV	1
mala1464	mal	brechen::V	u ɖ a j u ɡ a	udayuga	YTAJYKA	VTVJVKV	2
nucl1305	kan	brechen::V	m ʊ r i	muri	MYRI	MVRV	1
tami1289	tam	brechen::V	u ɖ ʌ i	udoi	YTEI	VTV	3
telu1262	tel	brechen::V	p ʌ ɡ u l ʌ ɡ o ʈ ʈ u	pogulogotu	PEKYLEKUTY	PVKVRVKVTV	3
mala1464	mal	Brei::N	k a ɲ ɲ i	ka5i	KANI	KVNV	1
nucl1305	kan	Brei::N	ɡ ə ŋ d͡ʒ i	g3Nji	KENCI	KVNKV	1
tami1289	tam	Brei::N	k ʌ ɲ d͡ʑ i	ko5ji	KENCI	KVNKV	1
telu1262	tel	Brei::N	ɡ u d d͡ʑ u	guju	KYCY	KVKV	1
mala1464	mal	breit::A	ʋ i ɕ a a l a m a a j a	wiSalamaya	WISALAMAJA	WVSVRVMVJV	3
nucl1305	kan	breit::A	ə ɡ ə l ə ʋ a a d a	3g3l3wada	EKELEWATA	VKVRVWVTV	2
tami1289	tam	breit::A	ʌ h ʌ l ʌ m ɑ ɑ n ʌ	oholomano	EHELEMANE	VHVRVMVNV	3
telu1262	tel	breit::A	ʋ e ɖ ʌ l p a i n ʌ	wedolpaino	WETELPAINE	WVTVRPVNV	1
mala1464	mal	brennen::V	k a t t u ɡ a	katuga	KATYKA	KVTVKV	1
nucl1305	kan	brennen::V	w ʊ r i	wuri	WYRI	WVRV	2
tami1289	tam	brennen::V	e ɾ i	eri	ERI	VRV	3
telu1262	tel	brennen::V	k a a l u ʈ ʌ	kaluto	KALYTE	KVRVTV	1
mala1464	mal	Brett::N	b o o ɾʲ ɖ ɨ	bord3	PURTI	PVRTV	2
nucl1305	kan	Brett::N	h ə l ə ɡ e	h3l3ge	HELEKE	HVRVKV	1
tami1289	tam	Brett::N	p ʌ l ʌ h ʌ i	polohoi	PELEHEI	PVRVHV	1
telu1262	tel	Brett::N	p ʌ l ʌ k ʌ	poloko	PELEKE	PVRVKV	1
mala1464	mal	Brief::N	k a t t ɨ	kat3	KATI	KVTV	1
nucl1305	kan	Brief::N	k a a ɡ ə d a	kag3da	KAKETA	KVKVTV	1
tami1289	tam	Brief::N	k ʌ ɖ i t ʌ m	koditom	KETITEM	KVTVTVM	1
telu1262	tel	Brief::N	d͡ʑ a a b u	jabu	CAPY	KVPV	2
mala1464	mal	bringen::V	k o ɳ ɖ u ʋ a ɾʲ u ɡ a	konduwaruga	KUNTYWARYKA	KVNTVWVRVKV	1
nucl1305	kan	bringen::V	t ə r u	t3ru	TERY	TVRV	2
tami1289	tam	bringen::V	k o ɳ ʈ u _ ʋ ɑ ɑ	kontuwa	KUNTY_WA	KVNTV_WV	1
telu1262	tel	bringen::V	t e t t͡ɕ u	teCu	TECY	TVKV	2
mala1464	mal	Brot::N	r o o ʈ ʈ i	roti	RUTI	RVTV	1
nucl1305	kan	Brot::N	r ɔ ʈ ʈ i	roti	RUTI	RVTV	1
